FID,SHAPE,BEZIRK,STRASSE,BEZUG,ONR,BIS,STIEGE,FRAKTION_PA,FRAKTION_BI,FRAKTION_DO,FRAKTION_G,FRAKTION_KV,FRAKTION_TEXT,URL_TEXT,SE_SDO_ROWID,SE_ANNO_CAD_DATA
ALTSTOFFSAMMLUNGOGD.587,POINT (16.381881832622636 48.16590756939993),10,Favoritenstraße,vor,183,185,,0,0,1,0,1," Kunststoff, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,587,
ALTSTOFFSAMMLUNGOGD.588,POINT (16.382802505171746 48.16362309417295),10,Favoritenstraße,vor,211,,,0,0,1,1,1," Altglas, Kunststoff, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,588,
ALTSTOFFSAMMLUNGOGD.589,POINT (16.382432119339075 48.15343874237394),10,Favoritenstraße,neben,239,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,589,
ALTSTOFFSAMMLUNGOGD.590,POINT (16.375282107093568 48.16519819587917),10,Favoritner Gewerbering,vor,14,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,590,
ALTSTOFFSAMMLUNGOGD.591,POINT (16.3887152669418 48.170306743079955),10,Ferdinand-Löwe-Straße,gegenüber,23,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,591,
ALTSTOFFSAMMLUNGOGD.592,POINT (16.386034593951493 48.17115447322588),10,Feuchterslebengasse,vor,67,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,592,
ALTSTOFFSAMMLUNGOGD.593,POINT (16.406760655728135 48.151700633846914),10,Filmteichstraße,neben,1,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,593,
ALTSTOFFSAMMLUNGOGD.594,POINT (16.403066091504517 48.15199539811734),10,Filmteichstraße,gegenüber,20,,,1,0,1,1,1," Altglas, Altmetall, Kunststoff, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,594,
ALTSTOFFSAMMLUNGOGD.595,POINT (16.388375481676736 48.16101139118997),10,Fischhofgasse,gegenüber,14,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,595,
ALTSTOFFSAMMLUNGOGD.596,POINT (16.346759365920597 48.17003538023548),10,Fliederhof,gegenüber,10,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,596,
ALTSTOFFSAMMLUNGOGD.597,POINT (16.409375968870126 48.140450566397085),10,Fontanastraße,neben,10,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,597,
ALTSTOFFSAMMLUNGOGD.598,POINT (16.396273857035837 48.152949835373256),10,Franz-Jachym-Platz,vor,2,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,598,
ALTSTOFFSAMMLUNGOGD.599,POINT (16.39534126292864 48.14501753622829),10,Franz-Koci-Straße,gegenüber,1,,,0,0,0,1,1," Altglas, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,599,
ALTSTOFFSAMMLUNGOGD.600,POINT (16.385910139680732 48.1484485412313),10,Franz-Koci-Straße,neben,17,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,600,
ALTSTOFFSAMMLUNGOGD.601,POINT (16.392139762328288 48.1455726791561),10,Franz-Koci-Straße,gegenüber,5,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,601,
ALTSTOFFSAMMLUNGOGD.602,POINT (16.390831293729992 48.14594122508025),10,Franz-Koci-Straße,vor,8,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,602,
ALTSTOFFSAMMLUNGOGD.603,POINT (16.38870121013919 48.14632398499458),10,Franz-Koci-Straße,vor,9,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,603,
ALTSTOFFSAMMLUNGOGD.604,POINT (16.362892955434038 48.1528832462235),10,Franz-Schreker-Gasse,bei,22,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,604,
ALTSTOFFSAMMLUNGOGD.605,POINT (16.402582961005056 48.138393438045675),10,Friedhofstraße,vor,22,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,605,
ALTSTOFFSAMMLUNGOGD.606,POINT (16.40634443166834 48.13811888250962),10,Friedhofstraße,gegenüber,48,,,0,0,1,1,1," Altglas, Kunststoff, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,606,
ALTSTOFFSAMMLUNGOGD.607,POINT (16.41070657721216 48.1606339312397),10,Friedrich-Teller-Gasse,neben,30,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,607,
ALTSTOFFSAMMLUNGOGD.608,POINT (16.364279686951736 48.171019061202),10,Friesenplatz,gegenüber,2,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,608,
ALTSTOFFSAMMLUNGOGD.609,POINT (16.35944236019432 48.15487780641216),10,Frödenplatz,gegenüber,1,,,1,1,1,1,1," Kunststoff, Altmetall, Altpapier, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,609,
ALTSTOFFSAMMLUNGOGD.610,POINT (16.344955092902534 48.15428520684914),10,Fürstenhoferstraße,gegenüber,14,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,610,
ALTSTOFFSAMMLUNGOGD.611,POINT (16.396335474431815 48.149216518027686),10,Gartenschaugasse,vor,2,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,611,
ALTSTOFFSAMMLUNGOGD.612,POINT (16.402798468403915 48.15559231942055),10,Geißfußgasse,vor,2,6,4,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,612,
ALTSTOFFSAMMLUNGOGD.613,POINT (16.404459918990344 48.15472484197681),10,Geißfußgasse,gegenüber,25,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,613,
ALTSTOFFSAMMLUNGOGD.614,POINT (16.382534105509002 48.174689293129966),10,Gellertgasse,neben,26,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,614,
ALTSTOFFSAMMLUNGOGD.615,POINT (16.379600208743412 48.17143498181359),10,Gellertgasse,neben,54A,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,615,
ALTSTOFFSAMMLUNGOGD.616,POINT (16.375984209925686 48.16342583498224),10,Grenzackerstraße,gegenüber,19,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,616,
ALTSTOFFSAMMLUNGOGD.617,POINT (16.379570216104167 48.162363959555016),10,Grenzackerstraße,vor,9,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,617,
ALTSTOFFSAMMLUNGOGD.618,POINT (16.344233395449535 48.15795091278185),10,Grohnergasse,vor,3,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,618,
ALTSTOFFSAMMLUNGOGD.421,POINT (16.354094485324644 48.21064265116167),8,Lenaugasse,vor,12,,,0,0,1,1,1," Altglas, Altmetall, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,421,
ALTSTOFFSAMMLUNGOGD.422,POINT (16.354011194966645 48.2114012383133),8,Lenaugasse,vor,18,,,0,0,0,1,1," Kunststoff, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,422,
ALTSTOFFSAMMLUNGOGD.423,POINT (16.3391776795248 48.20993976904394),8,Lerchenfelder Gürtel,gegenüber,58,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,423,
ALTSTOFFSAMMLUNGOGD.424,POINT (16.339252400549658 48.21068970774526),8,Lerchenfelder Gürtel,gegenüber,64,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,424,
ALTSTOFFSAMMLUNGOGD.425,POINT (16.339090149190334 48.21096382405909),8,Lerchenfelder Gürtel,gegenüber,68,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,425,
ALTSTOFFSAMMLUNGOGD.426,POINT (16.345607554200043 48.20893505660363),8,Lerchengasse,gegenüber,20,,,0,1,1,1,1," Altmetall, Kunststoff, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,426,
ALTSTOFFSAMMLUNGOGD.427,POINT (16.348000659424322 48.20810755047444),8,Pfeilgasse,vor,3,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,427,
ALTSTOFFSAMMLUNGOGD.428,POINT (16.34227476384959 48.20926137786453),8,Pfeilgasse,gegenüber,37,,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,428,
ALTSTOFFSAMMLUNGOGD.429,POINT (16.340070779999692 48.20954476105982),8,Pfeilgasse,vor,46,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,429,
ALTSTOFFSAMMLUNGOGD.430,POINT (16.339990501636677 48.21014892529885),8,Sanettystraße,vor,2,,,0,0,1,1,1," Altglas, Altglas, Kunststoff, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,430,
ALTSTOFFSAMMLUNGOGD.431,POINT (16.353010981912185 48.21439647543538),8,Schlösselgasse,gegenüber,26,,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,431,
ALTSTOFFSAMMLUNGOGD.432,POINT (16.347030342130093 48.21004360815518),8,Schönborngasse,vor,2,,,0,0,0,1,1," Altglas, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,432,
ALTSTOFFSAMMLUNGOGD.433,POINT (16.34503595749681 48.211743940629944),8,Skodagasse,gegenüber,1,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,433,
ALTSTOFFSAMMLUNGOGD.434,POINT (16.361495134251303 48.22963075499619),9,Alexander-Nehr-Gasse,vor,1,3,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,434,
ALTSTOFFSAMMLUNGOGD.435,POINT (16.347972870903188 48.21533068885766),9,Alser Straße,vor,24,,,0,0,0,1,0," Altglas, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,435,
ALTSTOFFSAMMLUNGOGD.436,POINT (16.357724430250833 48.22479447346412),9,Alserbachstraße,gegenüber,13,,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,436,
ALTSTOFFSAMMLUNGOGD.437,POINT (16.355715007864287 48.22505293811951),9,Alserbachstraße,gegenüber,8,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,437,
ALTSTOFFSAMMLUNGOGD.438,POINT (16.359900772863163 48.2287060619656),9,Althanstraße,vor,12,,,0,0,1,1,1," Altmetall, Altglas, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,438,
ALTSTOFFSAMMLUNGOGD.439,POINT (16.360487731299916 48.22611735131046),9,Althanstraße,bei,2,4,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,439,
ALTSTOFFSAMMLUNGOGD.440,POINT (16.356714959805426 48.22997875886716),9,Althanstraße,gegenüber,53,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,440,
ALTSTOFFSAMMLUNGOGD.441,POINT (16.353264932038122 48.23015649206994),9,Ayrenhoffgasse,vor,5,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,441,
ALTSTOFFSAMMLUNGOGD.442,POINT (16.361440394574913 48.2180149414848),9,Berggasse,vor,11,,,0,0,0,1,1," Altglas, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,442,
ALTSTOFFSAMMLUNGOGD.443,POINT (16.36535183760953 48.21904264893378),9,Berggasse,vor,29,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,443,
ALTSTOFFSAMMLUNGOGD.444,POINT (16.345365238252192 48.217842450552354),9,Brünnlbadgasse,gegenüber,18,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,444,
ALTSTOFFSAMMLUNGOGD.445,POINT (16.35709887421381 48.22579201997308),9,Fechtergasse,gegenüber,2,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,445,
ALTSTOFFSAMMLUNGOGD.446,POINT (16.35335719718551 48.22355757619688),9,Fluchtgasse,vor,2,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,446,
ALTSTOFFSAMMLUNGOGD.447,POINT (16.35568419613715 48.214869899991044),9,Frankhplatz,vor,1,,,0,0,1,1,1," Altglas, Kunststoff, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,447,
ALTSTOFFSAMMLUNGOGD.448,POINT (16.35102198713408 48.22479149463654),9,Fuchsthallergasse,vor,17,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,448,
ALTSTOFFSAMMLUNGOGD.449,POINT (16.36066663062458 48.221966164028686),9,Fürstengasse,gegenüber,3,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,449,
ALTSTOFFSAMMLUNGOGD.450,POINT (16.356236305309228 48.21727808395725),9,Garnisongasse,vor,13,15,,0,0,0,1,1," Altglas, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,450,
ALTSTOFFSAMMLUNGOGD.451,POINT (16.364178898720244 48.22467733373915),9,Glasergasse,gegenüber,15,,,0,1,1,1,1," Altmetall, Kunststoff, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,451,
ALTSTOFFSAMMLUNGOGD.452,POINT (16.362799511065816 48.22828067788569),9,Gussenbauergasse,gegenüber,5,,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,452,
ALTSTOFFSAMMLUNGOGD.453,POINT (16.35822693891061 48.21660089176603),9,Günthergasse,vor,3,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,453,
ALTSTOFFSAMMLUNGOGD.454,POINT (16.34115566663658 48.21528532849256),9,Hernalser Gürtel,gegenüber,24,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,454,
ALTSTOFFSAMMLUNGOGD.455,POINT (16.361619371661682 48.216392894955604),9,Hörlgasse,gegenüber,8,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,455,
ALTSTOFFSAMMLUNGOGD.456,POINT (16.34549101923521 48.21542336916352),9,Kinderspitalgasse,vor,1,,,0,0,1,1,1," Altglas, Altglas, Kunststoff, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,456,
ALTSTOFFSAMMLUNGOGD.457,POINT (16.34999837147292 48.2235058724256),9,Klammergasse,vor,2,,,0,0,1,1,1," Altglas, Altmetall, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,457,
ALTSTOFFSAMMLUNGOGD.458,POINT (16.362611143336814 48.21566332445804),9,Kolingasse,neben,10,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,458,
ALTSTOFFSAMMLUNGOGD.459,POINT (16.354565766973675 48.23141011375255),9,Latschkagasse,gegenüber,1,,,0,0,0,1,0," Altglas, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,459,
ALTSTOFFSAMMLUNGOGD.460,POINT (16.347459142695005 48.217287383737926),9,Lazarettgasse,vor,21,,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,460,
ALTSTOFFSAMMLUNGOGD.461,POINT (16.35089971437335 48.218508532040204),9,Lazarettgasse,neben,6,,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,461,
ALTSTOFFSAMMLUNGOGD.462,POINT (16.358244040205502 48.227212811996765),9,Lichtentaler Gasse,gegenüber,5,,,0,1,1,1,1," Biomüll, Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,462,
ALTSTOFFSAMMLUNGOGD.463,POINT (16.36046813323104 48.22000165121),9,Liechtensteinstraße,vor,35,,,0,0,0,1,1," Altglas, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,463,
ALTSTOFFSAMMLUNGOGD.464,POINT (16.357762836017763 48.223636058320835),9,Liechtensteinstraße,gegenüber,61,,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,464,
ALTSTOFFSAMMLUNGOGD.465,POINT (16.35660995203161 48.22690653940631),9,Liechtensteinstraße,vor,72,,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,465,
ALTSTOFFSAMMLUNGOGD.466,POINT (16.356884222078833 48.232801765099225),9,Liechtenwerder Platz,gegenüber,1,,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,466,
ALTSTOFFSAMMLUNGOGD.467,POINT (16.350976839570855 48.22597086220543),9,Lustkandlgasse,vor,11,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,467,
ALTSTOFFSAMMLUNGOGD.468,POINT (16.368359199284836 48.21767038610501),9,Maria-Theresien-Straße,gegenüber,30,,,0,0,1,1,1," Altglas, Altmetall, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,468,
ALTSTOFFSAMMLUNGOGD.469,POINT (16.363213604650614 48.220791983611974),9,Müllnergasse,gegenüber,17,,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,469,
ALTSTOFFSAMMLUNGOGD.470,POINT (16.3562129829272 48.22916478863982),9,Newaldgasse,vor,1,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,470,
ALTSTOFFSAMMLUNGOGD.471,POINT (16.361541240731242 48.22706805806219),9,Nordbergstraße,vor,9,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,471,
ALTSTOFFSAMMLUNGOGD.472,POINT (16.35510217549787 48.22599597305915),9,Nußdorfer Straße,neben,31,,,0,0,0,1,1," Kunststoff, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,472,
ALTSTOFFSAMMLUNGOGD.473,POINT (16.355110524884193 48.21585807564866),9,Otto-Wagner-Platz,gegenüber,4,,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,473,
ALTSTOFFSAMMLUNGOGD.474,POINT (16.360769530715686 48.221855166412766),9,Porzellangasse,gegenüber,32,,,0,1,1,0,1," Biomüll, Kunststoff, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,474,
ALTSTOFFSAMMLUNGOGD.475,POINT (16.36112080801836 48.22300846244752),9,Porzellangasse,gegenüber,42,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,475,
ALTSTOFFSAMMLUNGOGD.476,POINT (16.364941678548096 48.22194241659501),9,Pramergasse,vor,22,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,476,
ALTSTOFFSAMMLUNGOGD.477,POINT (16.351155258167548 48.22352020524121),9,Prechtlgasse,gegenüber,11,,,0,1,1,1,1," Biomüll, Altmetall, Kunststoff, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,477,
ALTSTOFFSAMMLUNGOGD.478,POINT (16.354412956195898 48.229055913428496),9,Pulverturmgasse,vor,1,,,0,0,0,1,1," Altglas, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,478,
ALTSTOFFSAMMLUNGOGD.479,POINT (16.35707781835049 48.228274492255935),9,Reznicekgasse,gegenüber,8,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,479,
ALTSTOFFSAMMLUNGOGD.480,POINT (16.359974210905502 48.21617498494626),9,Rooseveltplatz,gegenüber,15,,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,480,
ALTSTOFFSAMMLUNGOGD.481,POINT (16.367001098646256 48.22341666804645),9,Roßauer Lände,vor,29,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,481,
ALTSTOFFSAMMLUNGOGD.482,POINT (16.36636460339777 48.225384179478674),9,Roßauer Lände,neben,37,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,482,
ALTSTOFFSAMMLUNGOGD.483,POINT (16.367555422902534 48.220304615841755),9,Roßauer Lände,neben,7,,,0,0,1,1,1," Altglas, Kunststoff, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,483,
ALTSTOFFSAMMLUNGOGD.484,POINT (16.364924112457178 48.223731069427245),9,Rotenlöwengasse,gegenüber,1A,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,484,
ALTSTOFFSAMMLUNGOGD.485,POINT (16.3631462777335 48.225563946639255),9,Rotenlöwengasse,vor,20,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,485,
ALTSTOFFSAMMLUNGOGD.486,POINT (16.362766019462768 48.22573850272615),9,Rotenlöwengasse,vor,21,,,0,0,0,0,1, Kunststoff,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,486,
ALTSTOFFSAMMLUNGOGD.487,POINT (16.365860597287764 48.224042982760714),9,Rögergasse,gegenüber,11,,,0,0,0,1,1," Altglas, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,487,
ALTSTOFFSAMMLUNGOGD.488,POINT (16.350972120144878 48.217142371437845),9,Rummelhardtgasse,vor,2,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,488,
ALTSTOFFSAMMLUNGOGD.489,POINT (16.35728107528963 48.22668725442991),9,Salzergasse,vor,14,,,0,0,0,1,1," Kunststoff, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,489,
ALTSTOFFSAMMLUNGOGD.490,POINT (16.351598284399902 48.227441069614436),9,Schubertgasse,gegenüber,26,,,0,0,0,1,1," Altglas, Altglas, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,490,
ALTSTOFFSAMMLUNGOGD.491,POINT (16.363532485773124 48.22318354758917),9,Seegasse,vor,12,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,491,
ALTSTOFFSAMMLUNGOGD.492,POINT (16.354540040411948 48.22015222363011),9,Sensengasse,vor,3A,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,492,
ALTSTOFFSAMMLUNGOGD.493,POINT (16.359553811491917 48.22524592995103),9,Simon-Denk-Gasse,vor,1,3,,0,0,0,1,1," Kunststoff, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,493,
ALTSTOFFSAMMLUNGOGD.494,POINT (16.353017209249057 48.225506352846246),9,Sobieskigasse,vor,2,,,0,0,0,1,1," Altglas, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,494,
ALTSTOFFSAMMLUNGOGD.495,POINT (16.353313564512977 48.22667775631481),9,Sobieskiplatz,gegenüber,1,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,495,
ALTSTOFFSAMMLUNGOGD.496,POINT (16.352724419769984 48.22076862250587),9,Spitalgasse,gegenüber,27,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,496,
ALTSTOFFSAMMLUNGOGD.497,POINT (16.364476120590954 48.22720550468346),9,Spittelauer Lände,gegenüber,1,,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,497,
ALTSTOFFSAMMLUNGOGD.498,POINT (16.364098601376885 48.22600240410095),9,Stroheckgasse,gegenüber,7,,,0,0,0,1,1," Altglas, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,498,
ALTSTOFFSAMMLUNGOGD.499,POINT (16.35608226595694 48.22186606099267),9,Strudlhofgasse,vor,4,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,499,
