FID,OBJECTID,SHAPE,KATEGORIE_TXT,ADRESSE,FLAECHE,SPORTSTAETTEN_ART,WEBLINK1,SE_ANNO_CAD_DATA
SPORTSTAETTENOGD.613,613,POINT (16.352886098964184 48.147823915902876),÷ffentlich outdoor,"23., Neilreichgasse, Draschestraﬂe",230,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.614,614,POINT (16.282451208268004 48.13470943642596),Sporthalle,"23., Perchtoldsdorfer Straﬂe 1",1500,Sporthalle (Schwerpunkt Hockey),http://www.wien.gv.at/freizeit/sportamt/sportstaetten/hallen/liesing.html,
SPORTSTAETTENOGD.615,615,POINT (16.308474495743834 48.13686847331676),Sporthalle,"23., Perfektastraﬂe 86",500,Skaterhalle 500 m≤,http://www.skatearea23.at/,
SPORTSTAETTENOGD.616,616,POINT (16.310708420807266 48.12710721347007),÷ffentlich outdoor,"23., Pollakgasse, Ketzergasse",1817,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.617,617,POINT (16.333278147587105 48.15002307006749),÷ffentlich outdoor,"23., Purkytgasse, Kinskygasse",250,"polysportiver Hartplatz,<br />Skateranlage",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.618,618,POINT (16.312395100305142 48.14784870398642),÷ffentlich outdoor,"23., Rˆﬂlergasse, Alma-Seidler-Weg",790,"polysportiver Hartplatz,<br />Beachvolleyballplatz,<br />Skateranlage",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.619,619,POINT (16.317601019875816 48.14837855195592),÷ffentlich outdoor,"23., Rˆﬂlergasse, Erilaweg",320,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.620,620,POINT (16.281425198042662 48.136704744600074),Vereinssport outdoor,"23., Schartlgasse 10",10000,Tennisanlage (6 Pl‰tze),http://www.watliesing.at/,
SPORTSTAETTENOGD.621,621,POINT (16.281438624179387 48.136713744270736),Sporthalle,"23., Schartlgasse 10",400,Kegelbahn,http://www.watliesing.at/,
SPORTSTAETTENOGD.622,622,POINT (16.263945649151108 48.137469069896966),Vereinssport outdoor,"23., Schreckgasse 19",2810,polysportiver Rasenplatz,,
SPORTSTAETTENOGD.623,623,POINT (16.288220268643496 48.13600881491734),÷ffentlich outdoor,"23., Seybelgasse 12a gg¸",508,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.624,624,POINT (16.292969077611293 48.13356226922165),Vereinssport outdoor,"23., Siebenhirtenstraﬂe 14",20920,2 Rasenpl‰tze,http://www.ask-liesing.at/cms/front_content.php?idcat=2,
SPORTSTAETTENOGD.625,625,POINT (16.290773493897454 48.146921668439504),Vereinssport outdoor,"23., Steinergasse 12",24450,"Rasenplatz,<br />polysportiver Rasenplatz",http://members.aon.at/gaestehaus/,
SPORTSTAETTENOGD.626,626,POINT (16.289989277221817 48.14521910970761),Sporthalle,"23., Steinergasse 22",6090,Sporthalle (polysportiv),http://www.wien.gv.at/freizeit/sportamt/sportstaetten/hallen/atzgersdorf.html,
SPORTSTAETTENOGD.627,627,POINT (16.28816427637023 48.139873207424486),÷ffentlich outdoor,"23., Steinergasse, Bickgasse",255,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.628,628,POINT (16.340661505563638 48.14955153911797),÷ffentlich outdoor,"23., Sterngasse, Triester Straﬂe",3500,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.629,629,POINT (16.34472553271183 48.13513584015552),Vereinssport outdoor,"23., Vorarlberger Allee 22",21010,"6 Tennispl‰tze,<br />Skateranlage,<br />Kunstrasenplatz",http://www.sz-sued.at/,
SPORTSTAETTENOGD.630,630,POINT (16.226185116269892 48.13642671210336),Vereinssport outdoor,"23., Zangerlestraﬂe 21-33 zw",14460,"Rasenplatz,<br />Kunstrasenmehrzweckplatz (Fuﬂball)",http://www.kalksburg.info/index.asp,
SPORTSTAETTENOGD.631,631,POINT (16.331804787380317 48.20079007023227),Sporthalle,"15., H¸tteldorferstraﬂe 2h",3036,"Schwimmen,<br />Wassserspringen,<br />Tauchsport gesamt 3036 m≤",http://www.stadthalle.com/locations/stadthallenbad/9,
SPORTSTAETTENOGD.632,632,POINT (16.370816899828863 48.20088525623335),Turnsaal,"1., Akademiestraﬂe 12",244,Turnsaal 1 160 m≤<br />Gymnastikraum 84 m≤,,
SPORTSTAETTENOGD.633,633,POINT (16.376620808590825 48.201543184863745),Turnsaal,"1., Beethovenplatz 1",235,Turnsaal 1 137 m≤<br />Turnsaal 2 98 m≤,,
SPORTSTAETTENOGD.634,634,POINT (16.36882625622759 48.21361685439073),Turnsaal,"1., Bˆrsegasse 5",157,Turnsaal 157 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.635,635,POINT (16.365135222040802 48.21223280928981),Turnsaal,"1., Freyung 6",455,Turnsaal 405 m≤<br />Gymnastikraum 50 m≤,,
SPORTSTAETTENOGD.636,636,POINT (16.37510438083376 48.20342742274762),Turnsaal,"1., Hegelgasse 12",248,Turnsaal 1 176 m≤<br />Turnsaal 2 72 m≤,,
SPORTSTAETTENOGD.637,637,POINT (16.375117840789866 48.20343641135931),Schulsport outdoor,"1., Hegelgasse 12",342,Hartplatz 342 m≤,,
SPORTSTAETTENOGD.638,638,POINT (16.37453831613025 48.2029455789216),Turnsaal,"1., Hegelgasse 14",153,Turnsaal 1 70 m≤<br />Turnsaal 2 83 m≤,,
SPORTSTAETTENOGD.639,639,POINT (16.374551775861075 48.20295456760038),Schulsport outdoor,"1., Hegelgasse 14",162,Hartplatz 162 m≤,,
SPORTSTAETTENOGD.640,640,POINT (16.36972011972167 48.21135202586473),Turnsaal,"1., Judenplatz 3-4",78,Turnsaal 1 78 m≤,,
SPORTSTAETTENOGD.641,641,POINT (16.368545665672965 48.213557848918654),Turnsaal,"1., Renngasse 20",145,Turnsaal 145 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.642,642,POINT (16.36468688659498 48.214162316359264),Turnsaal,"1., Schottenbastei 7-9",182,Turnsaal 182 m≤,,
SPORTSTAETTENOGD.643,643,POINT (16.37876643853431 48.20712915299915),Turnsaal,"1., Stubenbastei 3",104,Turnsaal 104 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.644,644,POINT (16.378048792171825 48.20679370201427),Turnsaal,"1., Stubenbastei 6-8",664,Turnsaal 1 405 m≤<br />Turnsaal 2 186 m≤<br />Turnsaal 3 73 m≤,,
SPORTSTAETTENOGD.645,645,POINT (16.44333824414852 48.196420837407196),Schulsport outdoor,"2., Aspernallee 5",436,Hartplatz 436 m≤,,
SPORTSTAETTENOGD.646,646,POINT (16.44335171418903 48.196429818032804),Turnsaal,"2., Aspernallee 5",562,Turnsaal 405 m≤<br />Turnsaal 157 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.647,647,POINT (16.379592555192364 48.22240688466541),Turnsaal,"2., Augartenpalais",264,Turnsaal 264 m≤,http://www.wsk-schule.at/realgymnasium/schulprofil/,
SPORTSTAETTENOGD.648,648,POINT (16.379754827799655 48.222411976175245),Schulsport outdoor,"2., Augartenpalais",1362,Schwimmbad 112 m≤<br />Hartplatz 1250 m≤,http://www.wsk-schule.at/realgymnasium/schulprofil/,
SPORTSTAETTENOGD.649,649,POINT (16.388326586659495 48.21513470303599),Schulsport outdoor,"2., Czerningasse 11",390,Hartplatz 390 m≤,,
SPORTSTAETTENOGD.650,650,POINT (16.38760246844638 48.21482602479168),Turnsaal,"2., Czerninplatz 3",195,Turnsaal 195 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.651,651,POINT (16.384805985826006 48.22215954877583),Turnsaal,"2., Darwingasse 14",91,Turnsaal 91 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.652,652,POINT (16.40425141448738 48.220277463144164),Turnsaal,"2., Feuerbachstraﬂe 1",130,Turnsaal 130 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.653,653,POINT (16.404584270023964 48.2200129562825),Turnsaal,"2., Feuerbachstraﬂe 3",130,Turnsaal 130 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.654,654,POINT (16.422320791226294 48.203501422517725),÷ffentlich outdoor,"2., Hauptallee, Meiereistraﬂe",165010,"Schwimmen,<br />Springen,<br />Wasserball,<br />Beachvolleyball,<br />Tennis,<br />Rasen gesamt 165010 m≤",http://www.stadthalle.com/locations/wiener-stadionbad/10,
SPORTSTAETTENOGD.655,655,POINT (16.388887297140027 48.220226555149345),Turnsaal,"2., Holzhausergasse 5",136,Turnsaal 136 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.656,656,POINT (16.388913924081272 48.22007743634132),Turnsaal,"2., Holzhausergasse 7",116,Turnsaal 116 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.657,657,POINT (16.4207580467655 48.191652431969686),Schulsport outdoor,"2., Kanalw‰chterhausweg 1",20960,"Schulsport,<br />LA,<br />Ballspiele gesamt 20960 m≤",http://www.schulsport-serviceteam.at/index.php?option=com_content&view=article&id=22&Itemid=29,
SPORTSTAETTENOGD.658,658,POINT (16.377369671301132 48.215537200347434),Turnsaal,"2., Kleine Sperlgasse 2a",543,Turnsaal 282 m≤<br />Turnsaal 117 m≤<br />Turnsaal 144 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.659,659,POINT (16.378032405412092 48.215880679046336),Turnsaal,"2., Kleine Sperlgasse 2c",250,Turnsaal 1 184 m≤<br />Turnsaal 2 66 m≤,,
SPORTSTAETTENOGD.660,660,POINT (16.374914993318495 48.221251861237626),Turnsaal,"2., Leopoldsgasse 3",261,Turnsaal Top 7 109 m≤<br />Turnsaal Top 9 152 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.661,661,POINT (16.385269938913208 48.22333979254928),Schulsport outdoor,"2., Lessinggassse 18",192,Hartplatz 192 m≤,,
SPORTSTAETTENOGD.662,662,POINT (16.39943577301209 48.22017104189009),Turnsaal,"2., Max-Winter-Platz 2",241,Turnsaal 108 m≤<br />Turnsaal 133 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.663,663,POINT (16.385282492932497 48.218887994605105),Schulsport outdoor,"2., Novaragasse 29",295,Befestigte Fl‰che 295 m≤,,
SPORTSTAETTENOGD.664,664,POINT (16.385426430656963 48.218691881979375),Turnsaal,"2., Novaragasse 30",269,Turnsaal 125 m≤<br />Turnsaal 144 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.665,665,POINT (16.385439896421587 48.21870086935648),Schulsport outdoor,"2., Novaragasse 30",180,Hartplatz 180 m≤,,
SPORTSTAETTENOGD.666,666,POINT (16.378920800263888 48.22523431450256),Schulsport outdoor,"2., Obere Augartenstraﬂe",7300,"Schulsport,<br />LA,<br />Ballspiele gesamt 7300 m≤",http://www.schulsport-serviceteam.at/index.php?option=com_content&view=article&id=22&Itemid=29,
SPORTSTAETTENOGD.667,667,POINT (16.375763069232768 48.222077772684635),Turnsaal,"2., Obere Augartenstraﬂe 38",152,Turnsaal 152 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.668,668,POINT (16.385041012197888 48.22207005690821),Turnsaal,"2., Pazmanitengasse 17",88,Turnsaal 88 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.669,669,POINT (16.3861563248574 48.22391164401473),Turnsaal,"2., Pazmanitengasse 26",310,Turnsaal 155 m≤<br />Turnsaal 155 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.670,670,POINT (16.37740589641639 48.219247586408514),Turnsaal,"2., Schwarzingergasse 4",106,Turnsaal 106 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.671,671,POINT (16.404910165826777 48.220481844716254),Turnsaal,"2., Schˆnngasse 2",558,Turnsaal 438 m≤<br />Turnsaal 120 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.672,672,POINT (16.4577521808874 48.18063681887974),Vereinssport outdoor,"2., Seitenhafenstraﬂe (2) 15 gg¸",35475,Reitgel‰nde 35475 m≤,,
SPORTSTAETTENOGD.673,673,POINT (16.428126209977425 48.20642024374949),Schulsport outdoor,"2., Simon-Wiesenthal-Gasse 3",12970,"Tennis,<br />Ballsport,<br />Schwimmen gesamt 12970 m≤",http://www.zpc.at/,
SPORTSTAETTENOGD.674,674,POINT (16.413549342198124 48.19911108525369),Schulsport outdoor,"2., Stadionallee",4770,"Schulsport,<br />LA,<br />Ballspiele gesamt 4770 m≤",http://www.schulsport-serviceteam.at/index.php?option=com_content&view=article&id=22&Itemid=29,
SPORTSTAETTENOGD.675,675,POINT (16.417411805923432 48.21229232575296),Turnsaal,"2., Stella-Klein-Lˆw-Weg 1",288,Turnsaal 288 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.676,676,POINT (16.372223565920542 48.22048238564986),Turnsaal,"2., Untere Augartenstraﬂe 9",144,Turnsaal 144 m≤,,
SPORTSTAETTENOGD.677,677,POINT (16.384447118013085 48.22322026310313),Turnsaal,"2., Vereinsgasse 21",256,Turnsaal 1 128 m≤<br />Turnsaal 2 128 m≤,,
SPORTSTAETTENOGD.678,678,POINT (16.384788147334866 48.224066464678444),Turnsaal,"2., Vereinsgasse 29",174,Turnsaal 174 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.679,679,POINT (16.402886207588207 48.223528481359786),Turnsaal,"2., Vorgartenstraﬂe 191",316,Turnsaal 158 m≤<br />Turnsaal 158 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.680,680,POINT (16.417616193330588 48.21220710553201),Schulsport outdoor,"2., Vorgartenstraﬂe 208",1215,Hartplatz 1215 m≤,,
SPORTSTAETTENOGD.681,681,POINT (16.40639763399177 48.22303616973077),Turnsaal,"2., Wehlistraﬂe 178",297,Turnsaal 297 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.682,682,POINT (16.406411104564697 48.2230451546424),Schulsport outdoor,"2., Wehlistraﬂe 178",490,Hartplatz 490 m≤,,
SPORTSTAETTENOGD.683,683,POINT (16.39920846028508 48.2063719577866),Turnsaal,"2., Wittelsbachstraﬂe 5",257,Turnsaal 136 m≤<br />Gymnastikraum 121 m≤,http://www.bbi.at/,
SPORTSTAETTENOGD.684,684,POINT (16.399221925227703 48.20638094356925),Schulsport outdoor,"2., Wittelsbachstraﬂe 5",1734,Rasenplatz 1184 m≤<br />Hartplatz 300 m≤<br />Schwimmbecken 250 m≤,http://www.bbi.at/,
SPORTSTAETTENOGD.685,685,POINT (16.399842704107712 48.20585225143122),Turnsaal,"2., Wittelsbachstraﬂe 6",460,Turnsaal 180 m≤<br />Turnsaal 140 m≤<br />Turnsaal 140 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.686,686,POINT (16.402473151110623 48.22070549937375),Schulsport outdoor,"2., Wohlmutstraﬂe 3",5033,Rasen- + Hartplatz gesamt 5033 m≤,,
SPORTSTAETTENOGD.687,687,POINT (16.402486620385332 48.220714484749436),Turnsaal,"2., Wohlmutstraﬂe 3",720,Turnsaal 1 360 m≤<br />Turnsaal 2 360 m≤,,
SPORTSTAETTENOGD.688,688,POINT (16.398972885193075 48.220212215018),Turnsaal,"2., Wolfgang-Schm‰lzl-Gasse 13",134,Turnsaal 134 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.689,689,POINT (16.386306270041395 48.218017553256026),Schulsport outdoor,"2., Zirkusgasse 48",704,Hartplatz 704 m≤,,
SPORTSTAETTENOGD.690,690,POINT (16.386319735783 48.218026540531156),Turnsaal,"2., Zirkusgasse 48",240,Turnsaal 240 m≤,,
SPORTSTAETTENOGD.691,691,POINT (16.39212565324758 48.19515015209878),Schulsport outdoor,"3., Boerhaavegasse 15",3930,Hartplatz 3930 m≤,,
SPORTSTAETTENOGD.692,692,POINT (16.392139114009932 48.195159138730304),Turnsaal,"3., Boerhaavegasse 15",810,Turnsaal 1+2 gesamt 810 m≤,,
SPORTSTAETTENOGD.693,693,POINT (16.404897641601945 48.19849182934952),Turnsaal,"3., Dietrichgasse 36",304,Turnsaal 151 m≤<br />Turnsaal 153 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.694,694,POINT (16.404911105472223 48.198500814478756),Schulsport outdoor,"3., Dietrichgasse 36",874,Hartplatz 874 m≤,,
SPORTSTAETTENOGD.695,695,POINT (16.405551935199508 48.19809150836909),Schulsport outdoor,"3., Dietrichgasse 40",3350,Ballsport 3350 m≤,,
SPORTSTAETTENOGD.696,696,POINT (16.398798474669295 48.19961551198829),Turnsaal,"3., Erdbergstraﬂe 70",340,Turnsaal 1 180 m≤<br />Turnsaal 2 160 m≤,,
SPORTSTAETTENOGD.697,697,POINT (16.399215816613843 48.19900536520789),Turnsaal,"3., Erdbergstraﬂe 76",136,Turnsaal 136 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.698,698,POINT (16.39300200404661 48.193955424514144),Turnsaal,"3., Eslarngasse 23",134,Turnsaal 134 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.699,699,POINT (16.386170671030087 48.19407165016992),Turnsaal,"3., Fasangasse 4",284,Turnsaal 284 m≤,,
SPORTSTAETTENOGD.700,700,POINT (16.403637214519843 48.19778301428702),Turnsaal,"3., Hagenm¸llergasse 30",678,Turnsaal 1+2 gesamt 678 m≤,,
SPORTSTAETTENOGD.701,701,POINT (16.39675348751334 48.19927783642316),Turnsaal,"3., Hainburgerstraﬂe 40",391,Turnsaal 1.St 191 m≤<br />Turnsaal Part 200 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.702,702,POINT (16.394952067895847 48.204038777762044),Turnsaal,"3., Hˆrnesgasse 12",231,Turnsaal 111 m≤<br />Turnsaal 120 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.703,703,POINT (16.38947814321338 48.19130825850895),Schulsport outdoor,"3., Kleistgasse 12",159,Hartplatz 159 m≤,,
SPORTSTAETTENOGD.704,704,POINT (16.389491602506258 48.19131724545704),Turnsaal,"3., Kleistgasse 12",306,Turnsaal 3.St 153 m≤<br />Turnsaal Part 153 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.705,705,POINT (16.390013168410913 48.2099961255236),Turnsaal,"3., Kolonitzgasse 15",125,Turnsaal 125 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.706,706,POINT (16.39357150486853 48.20344934401232),Turnsaal,"3., Kundmanngasse 20-22",784,Turnsaal 1+2 gesamt 784 m≤,,
SPORTSTAETTENOGD.707,707,POINT (16.393584968059297 48.20345833046047),Schulsport outdoor,"3., Kundmanngasse 20-22",400,Hartplatz 400 m≤,,
SPORTSTAETTENOGD.708,708,POINT (16.389043085993173 48.191094511547206),Turnsaal,"3., Kˆlblgasse 23",153,Turnsaal 153 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.709,709,POINT (16.398428524697945 48.19273124165456),Turnsaal,"3., Landstraﬂer Hauptstraﬂe 146",582,Turnsaal 212 m≤<br />Turnsaal 370 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.710,710,POINT (16.397789863987835 48.19228859206584),Turnsaal,"3., Landstraﬂer Hauptstraﬂe 146",1960,"2 Sporthallen,<br />Gymnastikraum gesamt 1960 m≤",http://www.univie.ac.at/USI-Wien/index2.htm,
SPORTSTAETTENOGD.711,711,POINT (16.39829973016319 48.191538831676134),Schulsport outdoor,"3., Landstraﬂer Hauptstraﬂe 146",557,Hartplatz 557 m≤,,
SPORTSTAETTENOGD.712,712,POINT (16.39761311231236 48.19239989858959),Schulsport outdoor,"3., Landstraﬂer Hauptstraﬂe 146",3802,"3 Beachvolleyballfelder,<br />Laufbahn,<br />Weitsprung gesamt 3802 m≤",http://www.univie.ac.at/USI-Wien/index2.htm,
SPORTSTAETTENOGD.713,713,POINT (16.39193021337996 48.20121372782998),Turnsaal,"3., Landstraﬂer Hauptstraﬂe 70",810,Turnsaal 1+2 gesamt 810 m≤,,
SPORTSTAETTENOGD.714,714,POINT (16.391943675697643 48.20122271447423),Schulsport outdoor,"3., Landstraﬂer Hauptstraﬂe 70",400,Hartplatz 400 m≤,,
SPORTSTAETTENOGD.715,715,POINT (16.401696768839646 48.18563665911819),Turnsaal,"3., Leberstraﬂe 4c",810,Turnsaal 1 405 m≤<br />Turnsaal 2 405 m≤,,
SPORTSTAETTENOGD.716,716,POINT (16.390476741615206 48.21030095547883),Turnsaal,"3., Lˆwengasse 12b",96,Turnsaal 96 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.717,717,POINT (16.40457325464558 48.19158443753457),Turnsaal,"3., Maiselgasse 1",810,Turnsaal 405 m≤<br />Turnsaal 405 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.718,718,POINT (16.401968415477718 48.19275867423341),Turnsaal,"3., Paulusplatz 4",194,Turnsaal 194 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.719,719,POINT (16.399784737014294 48.193829107216004),Turnsaal,"3., Petrusgasse 10",264,Turnsaal 131 m≤<br />Turnsaal 133 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.720,720,POINT (16.38749088963423 48.21103680264745),Schulsport outdoor,"3., Radetzkystraﬂe 2a",578,Hartplatz 578 m≤,,
SPORTSTAETTENOGD.721,721,POINT (16.3875043537517 48.21104578979542),Turnsaal,"3., Radetzkystraﬂe 2a",376,Turnsaal 250 m≤<br />Gymnastikraum 126 m≤,,
SPORTSTAETTENOGD.722,722,POINT (16.38530744375569 48.195092481510116),Turnsaal,"3., Rennweg 31",174,Turnsaal 174 m≤,http://www.sacre-coeur.at/,
SPORTSTAETTENOGD.723,723,POINT (16.38532090331127 48.19510146894049),Schulsport outdoor,"3., Rennweg 31",1500,Hartplatz 1500 m≤,http://www.sacre-coeur.at/,
SPORTSTAETTENOGD.724,724,POINT (16.39703695365245 48.19178181237108),Schulsport outdoor,"3., Rennweg 89b",2375,Hartplatz 800 m≤<br />Beachvolleyballplatz 375 m≤<br />sonst. Fl‰chen 1200 m≤,,
SPORTSTAETTENOGD.725,725,POINT (16.39704297876327 48.1913359369343),Turnsaal,"3., Rennweg 89b 89b",1394,Turnsaal 1 722 m≤<br />Turnsaal 2 521 m≤<br />Gymnastikraum 151 m≤,,
SPORTSTAETTENOGD.726,726,POINT (16.390921156131657 48.19417587056085),Turnsaal,"3., Sch¸tzengasse 31",250,Turnsaal 250 m≤,http://www.orgkomensky.at/,
SPORTSTAETTENOGD.727,727,POINT (16.384225660386992 48.19818641926364),Turnsaal,"3., Strohgasse 15",242,Turnsaal 143 m≤<br />Turnsaal 99 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.728,728,POINT (16.387122276004366 48.196342373517446),Schulsport outdoor,"3., Ungargasse 69",1035,Hartplatz 1035 m≤,,
SPORTSTAETTENOGD.729,729,POINT (16.38713573620471 48.19635136073309),Turnsaal,"3., Ungargasse 69",960,Turnsaal 1 480 m≤<br />Turnsaal 2 480 m≤,,
SPORTSTAETTENOGD.730,730,POINT (16.37088641194142 48.193091732632375),Turnsaal,"4., Favoritenstraﬂe 15",1590,Sporthalle 1215 m≤<br />Turnsaal 375 m≤,http://www.theresianum.ac.at/php/start.php,
SPORTSTAETTENOGD.731,731,POINT (16.37089986845181 48.19310072175498),Schulsport outdoor,"4., Favoritenstraﬂe 15",7000,Schwimmbad 100 m≤<br />Rasenplatz 5400 m≤<br />Hartplatz 1125 m≤<br />Beachvolleyballplatz 375 m≤,http://www.theresianum.ac.at/php/start.php,
SPORTSTAETTENOGD.732,732,POINT (16.368781251966567 48.19134632102762),Turnsaal,"4., Graf-Starhemberg-Gasse 8",172,Turnsaal 172 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.733,733,POINT (16.364151914384447 48.189630832894245),Schulsport outdoor,"4., Phorusgasse 4",325,Hartplatz 325 m≤,,
SPORTSTAETTENOGD.734,734,POINT (16.364165368810994 48.18963982281104),Turnsaal,"4., Phorusgasse 4",266,Turnsaal 133 m≤<br />Turnsaal 133 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.735,735,POINT (16.367960369768685 48.191079363715154),Turnsaal,"4., Schaumburgergasse 7",172,Turnsaal 172 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.736,736,POINT (16.3655062730508 48.19454734741888),Turnsaal,"4., Sch‰ffergasse 3",591,Turnsaal 298 m≤<br />Turnsaal 293 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.737,737,POINT (16.36551972900172 48.1945563371691),Schulsport outdoor,"4., Sch‰ffergasse 3",454,Hartplatz 454 m≤,,
